St_Num,St_Dir,St_Name,St_Type,St_Addr,City,Zip,X,Y,Address,Price,Neighborhood
3536,NE,67th,Ave,3536 NE 67th Ave,Portland,97213,-122.59426587,45.54880656,"3536 NE 67th Ave, Portland, OR 97213",449000,ROSEWAY
3620,NE,80th,Ave,3620 NE 80th Ave,Portland,97213,-122.58071803,45.54917720,"3620 NE 80th Ave, Portland, OR 97213",465000,ROSEWAY
3808,NE,74th,Ave,3808 NE 74th Ave,Portland,97213,-122.58670735,45.55038878,"3808 NE 74th Ave, Portland, OR 97213",519900,ROSEWAY
3825,NE,63rd,Ave,3825 NE 63rd Ave,Portland,97213,-122.59837157,45.55076939,"3825 NE 63rd Ave, Portland, OR 97213",499950,ROSEWAY
3833,NE,77th,Ave,3833 NE 77th Ave,Portland,97213,-122.58379754,45.55089101,"3833 NE 77th Ave, Portland, OR 97213",610000,ROSEWAY
4001,NE,78th,Ave,4001 NE 78th Ave,Portland,97213,-122.58275181,45.55173063,"4001 NE 78th Ave, Portland, OR 97213",365000,ROSEWAY
4025,NE,69th,Ave,4025 NE 69th Ave,Portland,97213,-122.59224750,45.55218199,"4025 NE 69th Ave, Portland, OR 97213",475000,ROSEWAY
7533,NE,Mason,St,7533 NE Mason St,Portland,97218,-122.58500939,45.55246010,"7533 NE Mason St, Portland, OR 97218",475000,ROSEWAY
4114,NE,76th,Ave,4114 NE 76th Ave,Portland,97218,-122.58470572,45.55275129,"4114 NE 76th Ave, Portland, OR 97218",449000,ROSEWAY
4203,NE,65th,Ave,4203 NE 65th Ave,Portland,97218,-122.59631206,45.55322080,"4203 NE 65th Ave, Portland, OR 97218",625000,ROSEWAY
4335,NE,77th,Ave,4335 NE 77th Ave,Portland,97218,-122.58370467,45.55446606,"4335 NE 77th Ave, Portland, OR 97218",575000,ROSEWAY
7630,NE,Prescott,St,7630 NE Prescott St,Portland,97218,-122.58402854,45.55539901,"7630 NE Prescott St, Portland, OR 97218",469900,ROSEWAY
1610,NE,138th,Pl,1610 NE 138th Pl,Portland,97230,-122.52050403,45.53447861,"1610 NE 138th Pl, Portland, OR 97230",499000,RUSSELL
1640,NE,134th,Pl,1640 NE 134th Pl,Portland,97230,-122.52442969,45.53491753,"1640 NE 134th Pl, Portland, OR 97230",675000,RUSSELL
1723,NE,125th,Ave,1723 NE 125th Ave,Portland,97230,-122.53437750,45.53528500,"1723 NE 125th Ave, Portland, OR 97230",359900,RUSSELL
1903,NE,125th,Ave,1903 NE 125th Ave,Portland,97230,-122.53435906,45.53651232,"1903 NE 125th Ave, Portland, OR 97230",405000,RUSSELL
13213,NE,Eugene,St,13213 NE Eugene St,Portland,97230,-122.52669867,45.53876713,"13213 NE Eugene St, Portland, OR 97230",549900,RUSSELL
2425,NE,134th,Pl,2425 NE 134th Pl,Portland,97230,-122.52439474,45.54058709,"2425 NE 134th Pl, Portland, OR 97230",449950,RUSSELL
14050,NE,Brazee,St,14050 NE Brazee St,Portland,97230,-122.51766315,45.54138216,"14050 NE Brazee St, Portland, OR 97230",385000,RUSSELL
13243,NE,Sacramento,Dr,13243 NE Sacramento Dr,Portland,97230,-122.52599753,45.54165801,"13243 NE Sacramento Dr, Portland, OR 97230",549900,RUSSELL
2623,NE,132nd,Ave,2623 NE 132nd Ave,Portland,97230,-122.52705574,45.54180620,"2623 NE 132nd Ave, Portland, OR 97230",499900,RUSSELL
2833,NE,132nd,Ave,2833 NE 132nd Ave,Portland,97230,-122.52700746,45.54350199,"2833 NE 132nd Ave, Portland, OR 97230",499000,RUSSELL
3316,NE,20th,Ave,3316 NE 20th Ave,Portland,97212,-122.64522054,45.54701266,"3316 NE 20th Ave, Portland, OR 97212",685000,SABIN
3424,NE,18th,Ave,3424 NE 18th Ave,Portland,97212,-122.64723522,45.54783350,"3424 NE 18th Ave, Portland, OR 97212",1075000,SABIN
3644,NE,19th,Ave,3644 NE 19th Ave,Portland,97212,-122.64622218,45.54947061,"3644 NE 19th Ave, Portland, OR 97212",625000,SABIN
3915,NE,17th,Ave,3915 NE 17th Ave,Portland,97212,-122.64829746,45.55105299,"3915 NE 17th Ave, Portland, OR 97212",874000,SABIN
3916,NE,13th,Ave,3916 NE 13th Ave,Portland,97212,-122.65269687,45.55108099,"3916 NE 13th Ave, Portland, OR 97212",699900,SABIN
3930,NE,20th,Ave,3930 NE 20th Ave,Portland,97212,-122.64519816,45.55141563,"3930 NE 20th Ave, Portland, OR 97212",1335000,SABIN
4125,NE,15th,Ave,4125 NE 15th Ave,Portland,97211,-122.65038748,45.55355599,"4125 NE 15th Ave, Portland, OR 97211",565000,SABIN
1128,NE,Skidmore,St,1128 NE Skidmore St,Portland,97211,-122.65408080,45.55449636,"1128 NE Skidmore St, Portland, OR 97211",590000,SABIN
4331,NE,18th,Ave,4331 NE 18th Ave,Portland,97211,-122.64723228,45.55492597,"4331 NE 18th Ave, Portland, OR 97211",899900,SABIN
1834,NE,Prescott,St,1834 NE Prescott St,Portland,97211,-122.64645453,45.55541606,"1834 NE Prescott St, Portland, OR 97211",639900,SABIN
1465,NE,Going,St,1465 NE Going St,Portland,97211,-122.65033250,45.55638547,"1465 NE Going St, Portland, OR 97211",895000,SABIN
4620,NE,14th,Pl,4620 NE 14th Pl,Portland,97211,-122.65069963,45.55674849,"4620 NE 14th Pl, Portland, OR 97211",749900,SABIN
4623,NE,15th,Ave,4623 NE 15th Ave,Portland,97211,-122.64975750,45.55677100,"4623 NE 15th Ave, Portland, OR 97211",649950,SABIN
4715,NE,18th,Ave,4715 NE 18th Ave,Portland,97211,-122.64682149,45.55716206,"4715 NE 18th Ave, Portland, OR 97211",779000,SABIN
8711,SE,19th,Ave,8711 SE 19th Ave,Portland,97202,-122.64509364,45.45976736,"8711 SE 19th Ave, Portland, OR 97202",539000,SELLWOOD-MORELAND
815,SE,Clatsop,St,815 SE Clatsop St,Portland,97202,-122.65759802,45.46078752,"815 SE Clatsop St, Portland, OR 97202",660000,SELLWOOD-MORELAND
1136,SE,Sherrett,St,1136 SE Sherrett St,Portland,97202,-122.65422254,45.46145015,"1136 SE Sherrett St, Portland, OR 97202",975757,SELLWOOD-MORELAND
1744,SE,Umatilla,St,1744 SE Umatilla St,Portland,97202,-122.64610173,45.46286292,"1744 SE Umatilla St, Portland, OR 97202",525000,SELLWOOD-MORELAND
210,SE,Spokane,St,210 SE Spokane St,Portland,97202,-122.66304634,45.46499892,"210 SE Spokane St, Portland, OR 97202",775000,SELLWOOD-MORELAND
260,SE,Spokane,St,260 SE Spokane St,Portland,97202,-122.66248341,45.46500559,"260 SE Spokane St, Portland, OR 97202",950000,SELLWOOD-MORELAND
7975,SE,19th,Ave,7975 SE 19th Ave,Portland,97202,-122.64508744,45.46611699,"7975 SE 19th Ave, Portland, OR 97202",575000,SELLWOOD-MORELAND
1556,SE,Lexington,St,1556 SE Lexington St,Portland,97202,-122.64981626,45.46713656,"1556 SE Lexington St, Portland, OR 97202",840000,SELLWOOD-MORELAND
1342,SE,Lexington,St,1342 SE Lexington St,Portland,97202,-122.65205003,45.46714247,"1342 SE Lexington St, Portland, OR 97202",649500,SELLWOOD-MORELAND
2216,SE,Lambert,St,2216 SE Lambert St,Portland,97202,-122.64194297,45.46825249,"2216 SE Lambert St, Portland, OR 97202",849000,SELLWOOD-MORELAND
1624,SE,Rex,St,1624 SE Rex St,Portland,97202,-122.64909994,45.47010828,"1624 SE Rex St, Portland, OR 97202",619900,SELLWOOD-MORELAND
7504,SE,13th,Ave,7504 SE 13th Ave,Portland,97202,-122.65296249,45.47067100,"7504 SE 13th Ave, Portland, OR 97202",849000,SELLWOOD-MORELAND
7426,SE,21st,Ave,7426 SE 21st Ave,Portland,97202,-122.64341927,45.47124227,"7426 SE 21st Ave, Portland, OR 97202",599900,SELLWOOD-MORELAND
1310,SE,Rural,St,1310 SE Rural St,Portland,97202,-122.65220049,45.47293805,"1310 SE Rural St, Portland, OR 97202",1075000,SELLWOOD-MORELAND
1604,SE,Claybourne,St,1604 SE Claybourne St,Portland,97202,-122.64977502,45.47509589,"1604 SE Claybourne St, Portland, OR 97202",644900,SELLWOOD-MORELAND
6506,SE,19th,Ave,6506 SE 19th Ave,Portland,97202,-122.64600911,45.47624559,"6506 SE 19th Ave, Portland, OR 97202",635000,SELLWOOD-MORELAND
1507,SE,Knight,St,1507 SE Knight St,Portland,97202,-122.65055236,45.48006598,"1507 SE Knight St, Portland, OR 97202",1025000,SELLWOOD-MORELAND
5820,SE,20th,Ave,5820 SE 20th Ave,Portland,97202,-122.64537527,45.48044883,"5820 SE 20th Ave, Portland, OR 97202",495000,SELLWOOD-MORELAND
1916,SE,Harold,St,1916 SE Harold St,Portland,97202,-122.64616183,45.48308887,"1916 SE Harold St, Portland, OR 97202",1095000,SELLWOOD-MORELAND
8333,SW,4th,Ave,8333 SW 4th Ave,Portland,97219,-122.68248397,45.46439291,"8333 SW 4th Ave, Portland, OR 97219",750000,SOUTH BURLINGAME
8324,SW,7th,Ave,8324 SW 7th Ave,Portland,97219,-122.68545527,45.46450003,"8324 SW 7th Ave, Portland, OR 97219",809000,SOUTH BURLINGAME
8310,SW,10th,Ave,8310 SW 10th Ave,Portland,97219,-122.68852908,45.46464525,"8310 SW 10th Ave, Portland, OR 97219",790000,SOUTH BURLINGAME
1614,SW,Hume,Ct,1614 SW Hume Ct,Portland,97219,-122.69461367,45.46482504,"1614 SW Hume Ct, Portland, OR 97219",550000,SOUTH BURLINGAME
8214,SW,6th,Ave,8214 SW 6th Ave,Portland,97219,-122.68444869,45.46516589,"8214 SW 6th Ave, Portland, OR 97219",850000,SOUTH BURLINGAME
7900,SW,Crestline,Dr,7900 SW Crestline Dr,Portland,97219,-122.68130975,45.46820550,"7900 SW Crestline Dr, Portland, OR 97219",795000,SOUTH BURLINGAME
770,SW,Canby,St,770 SW Canby St,Portland,97219,-122.68658876,45.46870884,"770 SW Canby St, Portland, OR 97219",475000,SOUTH BURLINGAME
7720,S,Macadam,Ave,7720 S Macadam Ave,Portland,97219,-122.67016458,45.46754044,"7720 S Macadam Ave, Portland, OR 97219",874500,SOUTH PORTLAND
11,SW,Canby,St,11 SW Canby St,Portland,97219,-122.67787703,45.46834745,"11 SW Canby St, Portland, OR 97219",675000,SOUTH PORTLAND
7541,SW,View Point,Ter,7541 SW View Point Ter,Portland,97219,-122.67747352,45.46964925,"7541 SW View Point Ter, Portland, OR 97219",649900,SOUTH PORTLAND
7421,S,Miles,Pl,7421 S Miles Pl,Portland,97219,-122.67022795,45.47094274,"7421 S Miles Pl, Portland, OR 97219",562500,SOUTH PORTLAND
7230,S,Virginia,Ave,7230 S Virginia Ave,Portland,97219,-122.67356713,45.47195280,"7230 S Virginia Ave, Portland, OR 97219",735000,SOUTH PORTLAND
7206,S,Virginia,Ave,7206 S Virginia Ave,Portland,97219,-122.67355850,45.47227727,"7206 S Virginia Ave, Portland, OR 97219",1000000,SOUTH PORTLAND
111,S,California,St,111 S California St,Portland,97219,-122.67760503,45.47443749,"111 S California St, Portland, OR 97219",999000,SOUTH PORTLAND
615,S,Nebraska,St,615 S Nebraska St,Portland,97239,-122.67266574,45.47727363,"615 S Nebraska St, Portland, OR 97239",1800000,SOUTH PORTLAND
6005,S,Hood,Ave,6005 S Hood Ave,Portland,97239,-122.67488326,45.48037289,"6005 S Hood Ave, Portland, OR 97239",499000,SOUTH PORTLAND
5948,S,Riveridge,Ln,5948 S Riveridge Ln,Portland,97239,-122.67248025,45.48055440,"5948 S Riveridge Ln, Portland, OR 97239",500000,SOUTH PORTLAND
5914,S,Riveridge,Ln,5914 S Riveridge Ln,Portland,97239,-122.67292760,45.48092274,"5914 S Riveridge Ln, Portland, OR 97239",397000,SOUTH PORTLAND
5754,S,Riverpoint,Ln,5754 S Riverpoint Ln,Portland,97239,-122.67225704,45.48186503,"5754 S Riverpoint Ln, Portland, OR 97239",525000,SOUTH PORTLAND
5736,S,Riverpoint,Ln,5736 S Riverpoint Ln,Portland,97239,-122.67229443,45.48206565,"5736 S Riverpoint Ln, Portland, OR 97239",899000,SOUTH PORTLAND
5740,S,Riverpoint,Ln,5740 S Riverpoint Ln,Portland,97239,-122.67230591,45.48212726,"5740 S Riverpoint Ln, Portland, OR 97239",849900,SOUTH PORTLAND
5703,S,Corbett,Ave,5703 S Corbett Ave,Portland,97239,-122.67689911,45.48238207,"5703 S Corbett Ave, Portland, OR 97239",535000,SOUTH PORTLAND
5439,SW,View Point,Ter,5439 SW View Point Ter,Portland,97239,-122.67785297,45.48394152,"5439 SW View Point Ter, Portland, OR 97239",425000,SOUTH PORTLAND
45,S,Mitchell,St,45 S Mitchell St,Portland,97239,-122.67708443,45.48578085,"45 S Mitchell St, Portland, OR 97239",519900,SOUTH PORTLAND
5114,SW,View Point,Ter,5114 SW View Point Ter,Portland,97239,-122.67776597,45.48621369,"5114 SW View Point Ter, Portland, OR 97239",649800,SOUTH PORTLAND
4922,SW,1st,Ave,4922 SW 1st Ave,Portland,97239,-122.67875285,45.48793550,"4922 SW 1st Ave, Portland, OR 97239",475000,SOUTH PORTLAND
4635,S,Corbett,Ave,4635 S Corbett Ave,Portland,97239,-122.67627751,45.48991401,"4635 S Corbett Ave, Portland, OR 97239",545000,SOUTH PORTLAND
4246,S,Corbett,Ave,4246 S Corbett Ave,Portland,97239,-122.67619251,45.49313601,"4246 S Corbett Ave, Portland, OR 97239",625000,SOUTH PORTLAND
3203,SW,2nd,Ave,3203 SW 2nd Ave,Portland,97239,-122.67995750,45.50007199,"3203 SW 2nd Ave, Portland, OR 97239",999999,SOUTH PORTLAND
3029,S,Water,Ave,3029 S Water Ave,Portland,97201,-122.67659753,45.50108000,"3029 S Water Ave, Portland, OR 97201",439000,SOUTH PORTLAND
3017,SW,4th,Ave,3017 SW 4th Ave,Portland,97201,-122.68186463,45.50130614,"3017 SW 4th Ave, Portland, OR 97201",575000,SOUTH PORTLAND
2828,S,Water,Ave,2828 S Water Ave,Portland,97201,-122.67650834,45.50240028,"2828 S Water Ave, Portland, OR 97201",750000,SOUTH PORTLAND
3404,SE,66th,Ave,3404 SE 66th Ave,Portland,97206,-122.59560194,45.49820568,"3404 SE 66th Ave, Portland, OR 97206",579000,SOUTH TABOR
3305,SE,74th,Ave,3305 SE 74th Ave,Portland,97206,-122.58711443,45.49849062,"3305 SE 74th Ave, Portland, OR 97206",375000,SOUTH TABOR
3306,SE,77th,Ave,3306 SE 77th Ave,Portland,97206,-122.58384356,45.49854850,"3306 SE 77th Ave, Portland, OR 97206",479900,SOUTH TABOR
3218,SE,53rd,Ave,3218 SE 53rd Ave,Portland,97206,-122.60802610,45.49935262,"3218 SE 53rd Ave, Portland, OR 97206",599000,SOUTH TABOR
3136,SE,81st,Ave,3136 SE 81st Ave,Portland,97206,-122.57978361,45.49961794,"3136 SE 81st Ave, Portland, OR 97206",385000,SOUTH TABOR
6415,SE,Tibbetts,St,6415 SE Tibbetts St,Portland,97206,-122.59717900,45.50025748,"6415 SE Tibbetts St, Portland, OR 97206",489500,SOUTH TABOR
3004,SE,71st,Ave,3004 SE 71st Ave,Portland,97206,-122.58981248,45.50061899,"3004 SE 71st Ave, Portland, OR 97206",475000,SOUTH TABOR
7002,SE,Woodward,St,7002 SE Woodward St,Portland,97206,-122.59150294,45.50139361,"7002 SE Woodward St, Portland, OR 97206",675000,SOUTH TABOR
2835,SE,78th,Ave,2835 SE 78th Ave,Portland,97206,-122.58291484,45.50196676,"2835 SE 78th Ave, Portland, OR 97206",579900,SOUTH TABOR
2828,SE,59th,Ave,2828 SE 59th Ave,Portland,97206,-122.60202751,45.50200415,"2828 SE 59th Ave, Portland, OR 97206",485000,SOUTH TABOR
7049,SE,Taggart,St,7049 SE Taggart St,Portland,97206,-122.59055704,45.50248753,"7049 SE Taggart St, Portland, OR 97206",437500,SOUTH TABOR
2728,SE,70th,Ave,2728 SE 70th Ave,Portland,97206,-122.59154258,45.50290000,"2728 SE 70th Ave, Portland, OR 97206",635000,SOUTH TABOR
2702,SE,58th,Ave,2702 SE 58th Ave,Portland,97206,-122.60304222,45.50330711,"2702 SE 58th Ave, Portland, OR 97206",535000,SOUTH TABOR
2536,SE,67th,Ave,2536 SE 67th Ave,Portland,97206,-122.59455580,45.50388614,"2536 SE 67th Ave, Portland, OR 97206",690000,SOUTH TABOR
2619,SE,61st,Ave,2619 SE 61st Ave,Portland,97206,-122.60028600,45.50398806,"2619 SE 61st Ave, Portland, OR 97206",525000,SOUTH TABOR
7035,SE,Windsor,Ct,7035 SE Windsor Ct,Portland,97206,-122.59083465,45.50441998,"7035 SE Windsor Ct, Portland, OR 97206",824000,SOUTH TABOR
2425,SE,62nd,Ave,2425 SE 62nd Ave,Portland,97206,-122.59942987,45.50483425,"2425 SE 62nd Ave, Portland, OR 97206",597000,SOUTH TABOR
4453,SW,Melville,Ave,4453 SW Melville Ave,Portland,97239,-122.70276648,45.49173970,"4453 SW Melville Ave, Portland, OR 97239",1695000,SOUTHWEST HILLS
3224,SW,Fairmount,Blvd,3224 SW Fairmount Blvd,Portland,97239,-122.70204096,45.49213500,"3224 SW Fairmount Blvd, Portland, OR 97239",800000,SOUTHWEST HILLS
3900,SW,Hillsdale,Ave,3900 SW Hillsdale Ave,Portland,97239,-122.70287253,45.49540901,"3900 SW Hillsdale Ave, Portland, OR 97239",1350000,SOUTHWEST HILLS
3900,SW,Dosch,Rd,3900 SW Dosch Rd,Portland,97239,-122.71205717,45.49546023,"3900 SW Dosch Rd, Portland, OR 97239",1795000,SOUTHWEST HILLS
3324,SW,Fairmount,Blvd,3324 SW Fairmount Blvd,Portland,97239,-122.70724378,45.49602282,"3324 SW Fairmount Blvd, Portland, OR 97239",1199000,SOUTHWEST HILLS
2817,SW,Hillsboro,St,2817 SW Hillsboro St,Portland,97239,-122.70605916,45.49670569,"2817 SW Hillsboro St, Portland, OR 97239",1475000,SOUTHWEST HILLS
3534,SW,Gale,Ave,3534 SW Gale Ave,Portland,97239,-122.69970283,45.49774849,"3534 SW Gale Ave, Portland, OR 97239",2475000,SOUTHWEST HILLS
3503,SW,Gale,Ave,3503 SW Gale Ave,Portland,97239,-122.70054982,45.49775393,"3503 SW Gale Ave, Portland, OR 97239",1049000,SOUTHWEST HILLS
3505,SW,Dosch,Rd,3505 SW Dosch Rd,Portland,97239,-122.71299519,45.49785909,"3505 SW Dosch Rd, Portland, OR 97239",1089000,SOUTHWEST HILLS
5925,SW,Patton,Rd,5925 SW Patton Rd,Portland,97221,-122.73822078,45.49798745,"5925 SW Patton Rd, Portland, OR 97221",1750000,SOUTHWEST HILLS
3400,SW,Sherwood,Pl,3400 SW Sherwood Pl,Portland,97239,-122.69848771,45.49834050,"3400 SW Sherwood Pl, Portland, OR 97239",899900,SOUTHWEST HILLS
2768,SW,Fairmount,Blvd,2768 SW Fairmount Blvd,Portland,97239,-122.70139966,45.49864996,"2768 SW Fairmount Blvd, Portland, OR 97239",1040000,SOUTHWEST HILLS
3260,SW,Sherwood,Pl,3260 SW Sherwood Pl,Portland,97201,-122.69944852,45.49991441,"3260 SW Sherwood Pl, Portland, OR 97201",1075000,SOUTHWEST HILLS
4801,SW,Patton,Rd,4801 SW Patton Rd,Portland,97221,-122.72652199,45.50034600,"4801 SW Patton Rd, Portland, OR 97221",4985000,SOUTHWEST HILLS
4112,SW,Greenhills,Way,4112 SW Greenhills Way,Portland,97221,-122.71929763,45.50058492,"4112 SW Greenhills Way, Portland, OR 97221",3725000,SOUTHWEST HILLS
4040,SW,Greenhills,Way,4040 SW Greenhills Way,Portland,97221,-122.71901557,45.50080725,"4040 SW Greenhills Way, Portland, OR 97221",1150000,SOUTHWEST HILLS
2780,SW,Talbot,Rd,2780 SW Talbot Rd,Portland,97201,-122.70617190,45.50135162,"2780 SW Talbot Rd, Portland, OR 97201",1699000,SOUTHWEST HILLS
2632,SW,Sherwood,Dr,2632 SW Sherwood Dr,Portland,97201,-122.69896724,45.50168953,"2632 SW Sherwood Dr, Portland, OR 97201",749000,SOUTHWEST HILLS
2659,SW,Sherwood,Pl,2659 SW Sherwood Pl,Portland,97201,-122.69825519,45.50170303,"2659 SW Sherwood Pl, Portland, OR 97201",1100000,SOUTHWEST HILLS
4600,SW,Greenhills,Way,4600 SW Greenhills Way,Portland,97221,-122.72437949,45.50197338,"4600 SW Greenhills Way, Portland, OR 97221",1995000,SOUTHWEST HILLS
2851,SW,Montgomery,Dr,2851 SW Montgomery Dr,Portland,97201,-122.70647574,45.50238372,"2851 SW Montgomery Dr, Portland, OR 97201",849000,SOUTHWEST HILLS
5100,SW,Hewett,Blvd,5100 SW Hewett Blvd,Portland,97221,-122.72953084,45.50242471,"5100 SW Hewett Blvd, Portland, OR 97221",1075000,SOUTHWEST HILLS
2808,SW,Patton,Ln,2808 SW Patton Ln,Portland,97201,-122.70955257,45.50255853,"2808 SW Patton Ln, Portland, OR 97201",2600000,SOUTHWEST HILLS
3621,SW,Humphrey,Blvd,3621 SW Humphrey Blvd,Portland,97221,-122.71465481,45.50314287,"3621 SW Humphrey Blvd, Portland, OR 97221",949000,SOUTHWEST HILLS
3800,SW,Humphrey,Blvd,3800 SW Humphrey Blvd,Portland,97221,-122.71641165,45.50380877,"3800 SW Humphrey Blvd, Portland, OR 97221",964000,SOUTHWEST HILLS
2756,SW,Montgomery,Dr,2756 SW Montgomery Dr,Portland,97201,-122.70533203,45.50407867,"2756 SW Montgomery Dr, Portland, OR 97201",995000,SOUTHWEST HILLS
821,SW,Davenport,St,821 SW Davenport St,Portland,97201,-122.68773624,45.50499519,"821 SW Davenport St, Portland, OR 97201",2495000,SOUTHWEST HILLS
2321,SW,Sherwood,Dr,2321 SW Sherwood Dr,Portland,97201,-122.70139681,45.50504393,"2321 SW Sherwood Dr, Portland, OR 97201",599000,SOUTHWEST HILLS
2630,SW,Patton,Rd,2630 SW Patton Rd,Portland,97201,-122.70493222,45.50508077,"2630 SW Patton Rd, Portland, OR 97201",795000,SOUTHWEST HILLS
1137,SW,Davenport,St,1137 SW Davenport St,Portland,97201,-122.69039557,45.50542694,"1137 SW Davenport St, Portland, OR 97201",2775000,SOUTHWEST HILLS
2642,SW,Chelmsford,Ave,2642 SW Chelmsford Ave,Portland,97201,-122.68745813,45.50552991,"2642 SW Chelmsford Ave, Portland, OR 97201",1850000,SOUTHWEST HILLS
1025,SW,Davenport,St,1025 SW Davenport St,Portland,97201,-122.68933961,45.50568380,"1025 SW Davenport St, Portland, OR 97201",2350000,SOUTHWEST HILLS
1440,SW,Broadway,Dr,1440 SW Broadway Dr,Portland,97201,-122.69537031,45.50595127,"1440 SW Broadway Dr, Portland, OR 97201",457000,SOUTHWEST HILLS
2256,SW,Humphrey Park,Rd,2256 SW Humphrey Park Rd,Portland,97221,-122.72532145,45.50694004,"2256 SW Humphrey Park Rd, Portland, OR 97221",1150000,SOUTHWEST HILLS
1034,SW,Myrtle,Dr,1034 SW Myrtle Dr,Portland,97201,-122.69020932,45.50709326,"1034 SW Myrtle Dr, Portland, OR 97201",2895000,SOUTHWEST HILLS
4901,SW,Humphrey Park,Crst,4901 SW Humphrey Park Crst,Portland,97221,-122.72748146,45.50749429,"4901 SW Humphrey Park Crst, Portland, OR 97221",1100000,SOUTHWEST HILLS
 ,SW,Cardinell,Way,SW Cardinell Way,Portland,97201,-122.68762711,45.50749948,"SW Cardinell Way, Portland, OR 97201",3250000,SOUTHWEST HILLS
4925,SW,Humphrey Park,Cres,4925 SW Humphrey Park Cres,Portland,97221,-122.72752973,45.50750811,"4925 SW Humphrey Park Cres, Portland, OR 97221",1295000,SOUTHWEST HILLS
1803,SW,Hawthorne,Ter,1803 SW Hawthorne Ter,Portland,97201,-122.69813583,45.50753624,"1803 SW Hawthorne Ter, Portland, OR 97201",1100000,SOUTHWEST HILLS
1515,SW,Elizabeth,Ct,1515 SW Elizabeth Ct,Portland,97201,-122.69475851,45.50768456,"1515 SW Elizabeth Ct, Portland, OR 97201",1995000,SOUTHWEST HILLS
1017,SW,Rivington,Dr,1017 SW Rivington Dr,Portland,97201,-122.68963625,45.50802248,"1017 SW Rivington Dr, Portland, OR 97201",4585000,SOUTHWEST HILLS
4729,SW,Humphrey Park,Rd,4729 SW Humphrey Park Rd,Portland,97221,-122.72591279,45.50826409,"4729 SW Humphrey Park Rd, Portland, OR 97221",1450000,SOUTHWEST HILLS
1911,SW,Elizabeth,St,1911 SW Elizabeth St,Portland,97201,-122.69865300,45.50846328,"1911 SW Elizabeth St, Portland, OR 97201",1095000,SOUTHWEST HILLS
2424,SW,Montgomery,Dr,2424 SW Montgomery Dr,Portland,97201,-122.70291737,45.50968436,"2424 SW Montgomery Dr, Portland, OR 97201",4985000,SOUTHWEST HILLS
2395,SW,Montgomery,Dr,2395 SW Montgomery Dr,Portland,97201,-122.70185497,45.51022906,"2395 SW Montgomery Dr, Portland, OR 97201",715000,SOUTHWEST HILLS
1634,SW,Myrtle,St,1634 SW Myrtle St,Portland,97201,-122.69475717,45.51040260,"1634 SW Myrtle St, Portland, OR 97201",2999000,SOUTHWEST HILLS
2121,SW,16th,Ave,2121 SW 16th Ave,Portland,97201,-122.69424638,45.51049372,"2121 SW 16th Ave, Portland, OR 97201",2095000,SOUTHWEST HILLS
2321,SW,Montgomery,Dr,2321 SW Montgomery Dr,Portland,97201,-122.70104570,45.51102404,"2321 SW Montgomery Dr, Portland, OR 97201",974900,SOUTHWEST HILLS
1960,SW,Vista,Ave,1960 SW Vista Ave,Portland,97201,-122.69708357,45.51296131,"1960 SW Vista Ave, Portland, OR 97201",1980000,SOUTHWEST HILLS
1841,SW,Montgomery,Dr,1841 SW Montgomery Dr,Portland,97201,-122.69776846,45.51446079,"1841 SW Montgomery Dr, Portland, OR 97201",3500000,SOUTHWEST HILLS
1728,SW,Prospect,Dr,1728 SW Prospect Dr,Portland,97201,-122.69773132,45.51720502,"1728 SW Prospect Dr, Portland, OR 97201",2475000,SOUTHWEST HILLS
7480,N,Oswego,Ave,7480 N Oswego Ave,Portland,97203,-122.74904533,45.58914467,"7480 N Oswego Ave, Portland, OR 97203",329900,ST. JOHNS
7474,N,Oswego,Ave,7474 N Oswego Ave,Portland,97203,-122.74902639,45.58917586,"7474 N Oswego Ave, Portland, OR 97203",359900,ST. JOHNS
8039,N,Lombard,Way,8039 N Lombard Way,Portland,97203,-122.74846514,45.58977579,"8039 N Lombard Way, Portland, OR 97203",499950,ST. JOHNS
8035,N,Lombard,Way,8035 N Lombard Way,Portland,97203,-122.74834796,45.58980014,"8035 N Lombard Way, Portland, OR 97203",599950,ST. JOHNS
8542,N,Tyler,Ave,8542 N Tyler Ave,Portland,97203,-122.74540692,45.59083489,"8542 N Tyler Ave, Portland, OR 97203",454500,ST. JOHNS
7569,N,Leavitt,Ave,7569 N Leavitt Ave,Portland,97203,-122.75325942,45.59086766,"7569 N Leavitt Ave, Portland, OR 97203",410000,ST. JOHNS
7007,N,Smith,St,7007 N Smith St,Portland,97203,-122.73736624,45.59106828,"7007 N Smith St, Portland, OR 97203",415000,ST. JOHNS
9101,N,Buchanan,Ave,9101 N Buchanan Ave,Portland,97203,-122.74199716,45.59129480,"9101 N Buchanan Ave, Portland, OR 97203",299000,ST. JOHNS
8567,N,Mohawk,Ave,8567 N Mohawk Ave,Portland,97203,-122.74723652,45.59156390,"8567 N Mohawk Ave, Portland, OR 97203",615000,ST. JOHNS
7109,N,Sedro,St,7109 N Sedro St,Portland,97203,-122.73756045,45.59184574,"7109 N Sedro St, Portland, OR 97203",399999,ST. JOHNS
8520,N,John,Ave,8520 N John Ave,Portland,97203,-122.75158505,45.59197290,"8520 N John Ave, Portland, OR 97203",499900,ST. JOHNS
